mRefOrder	surface	out2ref	language	lemma3	HebforeignKey	foreignKey	seg-pref+suff	help	PREFIX	conj	rel	temp	adv	prep	interrog	art	MAIN	POS	binyan	verbalroot	passive	Pers	Gen	Num	Tense	Status	function	suffix	Pers	Gen	Num
5001	בבמה	ref.2.10.1.10.25	heb	במה_1	במה_1_NOUN	bmh_1_NOUN	ב-ה-במה	qrb_1_VERB	ב-ה-					ב		ה	במה	NOUN					f	sg		abs					
5002	אין	ref.2.10.1.11.1	heb	אין_1	אין_1_EXISTENTIAL	ayN_1_EXISTENTIAL	אין	bmh_1_NOUN									אין	EXISTENTIAL													
5003	בין	ref.2.10.1.11.2	heb	בין_1	בין_1_PREPOSITION	byN_1_PREPOSITION	בין	ayN_1_EXISTENTIAL									בין	PREPOSITION													
5004	שילה	ref.2.10.1.11.3	heb	שילה_1	שילה_1_PROPERNAME	Sylh_1_PROPERNAME	שילה	byN_1_PREPOSITION									שילה	PROPERNAME					f	sg							
5005	לירושלם	ref.2.10.1.11.4	heb	ירושלים_1	ירושלים_1_PROPERNAME	yrwSlyM_1_PROPERNAME	ל-ירושלם	Sylh_1_PROPERNAME	ל-					ל			ירושלם	PROPERNAME					f	sg							
5006	אלא	ref.2.10.1.11.5	heb	אלא_1	אלא_1_CONJUNCTION	ala_1_CONJUNCTION	אלא	yrwSlyM_1_PROPERNAME									אלא	CONJUNCTION													
5007	שבשילה	ref.2.10.1.11.6	heb	שילה_1	שילה_1_PROPERNAME	Sylh_1_PROPERNAME	ש-ב-שילה	ala_1_CONJUNCTION	ש-ב-		ש			ב			שילה	PROPERNAME					f	sg							
5008	אוכלים	ref.2.10.1.11.7	heb	אכל_1	אכל_1_VERB	akl_1_VERB	אוכלים	Sylh_1_PROPERNAME									אוכלים	VERB	paal	אכל		ANY	m	pl	PRESENT						
5009	קדשים	ref.2.10.1.11.8	heb	קודש_1	קודש_1_NOUN	qwdS_1_NOUN	קדשים	akl_1_VERB									קדשים	NOUN					m	pl		abs					
5010	קלים	ref.2.10.1.11.9	heb	קל_1	קל_1_ADJECTIVE	ql_1_ADJECTIVE	קלים	qwdS_1_NOUN									קלים	ADJECTIVE					m	pl		abs					
5011	ומעשר	ref.2.10.1.11.10	heb	מעשר_1	מעשר_1_NOUN	meSr_1_NOUN	ו-מעשר	ql_1_ADJECTIVE	ו-	ו							מעשר	NOUN					m	sg		abs					
5012	שני	ref.2.10.1.11.11	heb	ORD2_1	ORD2_1_NUMERAL	ORD2_1_NUMERAL	שני	meSr_1_NOUN									שני	NUMERAL					m	sg		abs					
5013	בכל	ref.2.10.1.11.12	heb	כול_1	כול_1_QUANTIFIER	kwl_1_QUANTIFIER	ב-כל	ORD2_1_NUMERAL	ב-					ב			כל	QUANTIFIER								cstr					
5014	הרואה	ref.2.10.1.11.13	heb	ראה_1	ראה_1_PARTICIPLE	rah_1_PARTICIPLE	ה-רואה	kwl_1_QUANTIFIER	ה-							ה	רואה	PARTICIPLE	paal	ראה			m	sg		abs					
5015	ובירושלים	ref.2.10.1.11.14	heb	ירושלים_1	ירושלים_1_PROPERNAME	yrwSlyM_1_PROPERNAME	ו-ב-ירושלים	rah_1_PARTICIPLE	ו-ב-	ו				ב			ירושלים	PROPERNAME					f	sg							
5016	לפנים	ref.2.10.1.11.15	heb	לפנים_1	לפנים_1_PREPOSITION	lpnyM_1_PREPOSITION	לפנים	yrwSlyM_1_PROPERNAME									לפנים	PREPOSITION													
5017	מן	ref.2.10.1.11.16	heb	מן_1	מן_1_PREPOSITION	mN_1_PREPOSITION	מן	lpnyM_1_PREPOSITION									מן	PREPOSITION													
5018	החומה	ref.2.10.1.11.17	heb	חומה_1	חומה_1_NOUN	Hwmh_1_NOUN	ה-חומה	mN_1_PREPOSITION	ה-							ה	חומה	NOUN					f	sg		abs					
5019	וכאן	ref.2.10.1.11.18	heb	כאן_1	כאן_1_ADVERB	kaN_1_ADVERB	ו-כאן	Hwmh_1_NOUN	ו-	ו							כאן	ADVERB													
5020	וכאן	ref.2.10.1.11.19	heb	כאן_1	כאן_1_ADVERB	kaN_1_ADVERB	ו-כאן	kaN_1_ADVERB	ו-	ו							כאן	ADVERB													
5021	קדשי	ref.2.10.1.11.20	heb	קודש_1	קודש_1_NOUN	qwdS_1_NOUN	קדשי	kaN_1_ADVERB									קדשי	NOUN					m	pl		cstr					
5022	קדשים	ref.2.10.1.11.21	heb	קודש_1	קודש_1_NOUN	qwdS_1_NOUN	קדשים	qwdS_1_NOUN									קדשים	NOUN					m	pl		abs					
5023	נאכלים	ref.2.10.1.11.22	heb	נאכל_1	נאכל_1_VERB	nakl_1_VERB	נאכלים	qwdS_1_NOUN									נאכלים	VERB	nifal	אכל		ANY	m	pl	PRESENT						
5024	לפנים	ref.2.10.1.11.23	heb	לפנים_1	לפנים_1_PREPOSITION	lpnyM_1_PREPOSITION	לפנים	nakl_1_VERB									לפנים	PREPOSITION													
5025	מן	ref.2.10.1.11.24	heb	מן_1	מן_1_PREPOSITION	mN_1_PREPOSITION	מן	lpnyM_1_PREPOSITION									מן	PREPOSITION													
5026	הקלעים	ref.2.10.1.11.25	heb	קלע_1	קלע_1_NOUN	qle_1_NOUN	ה-קלעים	mN_1_PREPOSITION	ה-							ה	קלעים	NOUN					m	pl		abs					
5027	קדושת	ref.2.10.1.11.26	heb	קדושה_1	קדושה_1_NOUN	qdwSh_1_NOUN	קדושת	qle_1_NOUN									קדושת	NOUN					f	sg		cstr					
5028	שילה	ref.2.10.1.11.27	heb	שילה_1	שילה_1_PROPERNAME	Sylh_1_PROPERNAME	שילה	qdwSh_1_NOUN									שילה	PROPERNAME					f	sg							
5029	יש	ref.2.10.1.11.28	heb	יש_1	יש_1_EXISTENTIAL	yS_1_EXISTENTIAL	יש	Sylh_1_PROPERNAME									יש	EXISTENTIAL													
5030	אחריה	ref.2.10.1.11.29	heb	אחרי_1	אחרי_1_PREPOSITION	aHry_1_PREPOSITION	אחרי+ה	yS_1_EXISTENTIAL									אחרי	PREPOSITION									pronomial	ה	3	f	sg
5031	היתר	ref.2.10.1.11.30	heb	היתר_1	היתר_1_NOUN	hytr_1_NOUN	היתר	aHry_1_PREPOSITION									היתר	NOUN					m	sg		abs					
5032	וקדושת	ref.2.10.1.11.31	heb	קדושה_1	קדושה_1_NOUN	qdwSh_1_NOUN	ו-קדושת	hytr_1_NOUN	ו-	ו							קדושת	NOUN					f	sg		cstr					
5033	ירושלים	ref.2.10.1.11.32	heb	ירושלים_1	ירושלים_1_PROPERNAME	yrwSlyM_1_PROPERNAME	ירושלים	qdwSh_1_NOUN									ירושלים	PROPERNAME					f	sg							
5034	אין	ref.2.10.1.11.33	heb	אין_1	אין_1_EXISTENTIAL	ayN_1_EXISTENTIAL	אין	yrwSlyM_1_PROPERNAME									אין	EXISTENTIAL													
5035	אחריה	ref.2.10.1.11.34	heb	אחרי_1	אחרי_1_PREPOSITION	aHry_1_PREPOSITION	אחרי+ה	ayN_1_EXISTENTIAL									אחרי	PREPOSITION									pronomial	ה	3	f	sg
5036	היתר	ref.2.10.1.11.35	heb	היתר_1	היתר_1_NOUN	hytr_1_NOUN	היתר	aHry_1_PREPOSITION									היתר	NOUN					m	sg		abs					
5037	הקורא	ref.2.10.2.1.1	heb	קרא_1	קרא_1_PARTICIPLE	qra_1_PARTICIPLE	ה-קורא	hytr_1_NOUN	ה-							ה	קורא	PARTICIPLE	paal	קרא			m	sg		abs					
5038	את	ref.2.10.2.1.2	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	qra_1_PARTICIPLE									את	AT_PREP													
5039	המגילה	ref.2.10.2.1.3	heb	מגילה_1	מגילה_1_NOUN	mgylh_1_NOUN	ה-מגילה	at_1_AT_PREP	ה-							ה	מגילה	NOUN					f	sg		abs					
5040	למפרע	ref.2.10.2.1.4	heb	למפרע_1	למפרע_1_ADVERB	lmpre_1_ADVERB	למפרע	mgylh_1_NOUN									למפרע	ADVERB													
5041	לא	ref.2.10.2.1.5	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	לא	lmpre_1_ADVERB									לא	NEGATION													
5042	יצא	ref.2.10.2.1.6	heb	יצא_1	יצא_1_VERB	yca_1_VERB	יצא	la_1_NEGATION									יצא	VERB	paal	יצא		3	m	sg	PAST						
5043	קראה	ref.2.10.2.1.7	heb	קרא_1	קרא_1_VERB	qra_1_VERB	קרא+ה	yca_1_VERB									קרא	VERB	paal	קרא		3	m	sg	PAST		accnom	ה	3	f	sg
5044	על	ref.2.10.2.1.8	heb	על_פה_1	על_פה_1_ADVERB	el_ph_1_ADVERB	על	qra_1_VERB									על	ADVERB													
5045	פה	ref.2.10.2.1.9	heb	פי_1	פי_1_CONTINUE	py_1_CONTINUE	פה	el_ph_1_ADVERB									פה	CONTINUE													
5046	קראה	ref.2.10.2.1.10	heb	קרא_1	קרא_1_VERB	qra_1_VERB	קרא+ה	py_1_CONTINUE									קרא	VERB	paal	קרא		3	m	sg	PAST		accnom	ה	3	f	sg
5047	תרגום	ref.2.10.2.1.11	heb	תרגום_1	תרגום_1_NOUN	trgwM_1_NOUN	תרגום	qra_1_VERB									תרגום	NOUN					f	sg		abs					
5048	בכל	ref.2.10.2.1.12	heb	כול_1	כול_1_QUANTIFIER	kwl_1_QUANTIFIER	ב-כל	trgwM_1_NOUN	ב-					ב			כל	QUANTIFIER								cstr					
5049	לשון	ref.2.10.2.1.13	heb	לשון_1	לשון_1_NOUN	lSwN_1_NOUN	לשון	kwl_1_QUANTIFIER									לשון	NOUN					f	sg		cstr					
5050	לא	ref.2.10.2.1.14	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	לא	lSwN_1_NOUN									לא	NEGATION													
5051	יצא	ref.2.10.2.1.15	heb	יצא_1	יצא_1_VERB	yca_1_VERB	יצא	la_1_NEGATION									יצא	VERB	paal	יצא		3	m	sg	PAST						
5052	אבל	ref.2.10.2.1.16	heb	אבל_1	אבל_1_CONJUNCTION	abl_1_CONJUNCTION	אבל	yca_1_VERB									אבל	CONJUNCTION													
5053	קורין	ref.2.10.2.1.17	heb	קרא_1	קרא_1_VERB	qra_1_VERB	קורין	abl_1_CONJUNCTION									קורין	VERB	paal	קרא		ANY	m	pl	PRESENT						
5054	אותה	ref.2.10.2.1.18	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	אות+ה	qra_1_VERB									אות	AT_PREP									pronomial	ה	3	f	sg
5055	ללועזות	ref.2.10.2.1.19	heb	לועז_1	לועז_1_NOUN	lwez_1_NOUN	ל-לועזות	at_1_AT_PREP	ל-					ל			לועזות	NOUN					mf	pl		cstr					
5056	בלעז	ref.2.10.2.1.20	heb	לעז_1	לעז_1_NOUN	lez_1_NOUN	ב-לעז	lwez_1_NOUN	ב-					ב			לעז	NOUN					m	sg		abs					
5057	והלועז	ref.2.10.2.1.21	heb	לעז_1	לעז_1_NOUN	lez_1_NOUN	ו-ה-לועז	lez_1_NOUN	ו-ה-	ו						ה	לועז	NOUN					m	sg		abs					
5058	ששמע	ref.2.10.2.1.22	heb	שמע_1	שמע_1_VERB	Sme_1_VERB	ש-שמע	lez_1_NOUN	ש-		ש						שמע	VERB	paal	שמע		3			PAST						
5059	אשורית	ref.2.10.2.1.23	heb	אשורי_1	אשורי_1_ADJECTIVE	aSwry_1_ADJECTIVE	אשורית	Sme_1_VERB									אשורית	ADJECTIVE					f	sg		abs					
5060	יצא	ref.2.10.2.1.24	heb	יצא_1	יצא_1_VERB	yca_1_VERB	יצא	aSwry_1_ADJECTIVE									יצא	VERB	paal	יצא		3	m	sg	PAST						
5061	קראה	ref.2.10.2.2.1	heb	קרא_1	קרא_1_VERB	qra_1_VERB	קרא+ה	yca_1_VERB									קרא	VERB	paal	קרא		3	m	sg	PAST		accnom	ה	3	f	sg
5062	סירוגין	ref.2.10.2.2.2	heb	סרוגין_1	סרוגין_1_ADVERB	srwgyN_1_ADVERB	סירוגין	qra_1_VERB									סירוגין	ADVERB													
5063	ומתנמנם	ref.2.10.2.2.3	heb	התנמנם_1	התנמנם_1_VERB	htnmnM_1_VERB	ו-מתנמנם	srwgyN_1_ADVERB	ו-	ו							מתנמנם	VERB	hitpael	נמנם		ANY	m	sg	PRESENT						
5064	יצא	ref.2.10.2.2.4	heb	יצא_1	יצא_1_VERB	yca_1_VERB	יצא	htnmnM_1_VERB									יצא	VERB	paal	יצא		3	m	sg	PAST						
5065	היה	ref.2.10.2.2.5	heb	היה_1	היה_1_COPULA	hyh_1_COPULA	היה	yca_1_VERB									היה	COPULA	paal	היה		3	m	sg	PAST						
5066	כותבה	ref.2.10.2.2.6	heb	כתב_1	כתב_1_PARTICIPLE	ktb_1_PARTICIPLE	כותב+ה	hyh_1_COPULA									כותב	PARTICIPLE	paal	כתב			m	sg		abs	accnom	ה	3	f	sg
5067	דורשה	ref.2.10.2.2.7	heb	דרש_1	דרש_1_PARTICIPLE	drS_1_PARTICIPLE	דורש+ה	ktb_1_PARTICIPLE									דורש	PARTICIPLE	paal	דרש			m	sg		abs	accnom	ה	3	f	sg
5068	ומגיהה	ref.2.10.2.2.8	heb	הגיה_1	הגיה_1_PARTICIPLE	hgyh_1_PARTICIPLE	ו-מגיה+ה	drS_1_PARTICIPLE	ו-	ו							מגיה	PARTICIPLE	hifil	נגה			m	sg		abs	accnom	ה	3	f	sg
5069	אם	ref.2.10.2.2.9	heb	אם_1	אם_1_CONJUNCTION	aM_1_CONJUNCTION	אם	hgyh_1_PARTICIPLE									אם	CONJUNCTION													
5070	כיון	ref.2.10.2.2.10	heb	כיוון_1	כיוון_1_VERB	kywwN_1_VERB	כיון	aM_1_CONJUNCTION									כיון	VERB	piel	כון		3	m	sg	PAST						
5071	לבו	ref.2.10.2.2.11	heb	לב_1	לב_1_NOUN	lb_1_NOUN	לב+ו	kywwN_1_VERB									לב	NOUN					m	sg		abs	poss	ו	3	m	sg
5072	יצא	ref.2.10.2.2.12	heb	יצא_1	יצא_1_VERB	yca_1_VERB	יצא	lb_1_NOUN									יצא	VERB	paal	יצא		3	m	sg	PAST						
5073	ואם	ref.2.10.2.2.13	heb	אם_1	אם_1_CONJUNCTION	aM_1_CONJUNCTION	ו-אם	yca_1_VERB	ו-	ו							אם	CONJUNCTION													
5074	לאו	ref.2.10.2.2.14	heb	לאו_1	לאו_1_NEGATION	law_1_NEGATION	לאו	aM_1_CONJUNCTION									לאו	NEGATION													
5075	לא	ref.2.10.2.2.15	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	לא	law_1_NEGATION									לא	NEGATION													
5076	יצא	ref.2.10.2.2.16	heb	יצא_1	יצא_1_VERB	yca_1_VERB	יצא	la_1_NEGATION									יצא	VERB	paal	יצא		3	m	sg	PAST						
5077	היתה	ref.2.10.2.2.17	heb	היה_1	היה_1_COPULA	hyh_1_COPULA	היתה	yca_1_VERB									היתה	COPULA	paal	היה		3	f	sg	PAST						
5078	כתובה	ref.2.10.2.2.18	heb	כתוב_1	כתוב_1_ADJECTIVE	ktwb_1_ADJECTIVE	כתובה	hyh_1_COPULA									כתובה	ADJECTIVE	paal	כתב	passive	ANY	f	sg		abs					
5079	בסם	ref.2.10.2.2.19	heb	סם_1	סם_1_NOUN	sM_1_NOUN	ב-סם	ktwb_1_ADJECTIVE	ב-					ב			סם	NOUN					m	sg		abs					
5080	ובסיקרא	ref.2.10.2.2.20	heb	סקרא_1	סקרא_1_NOUN	sqra_1_NOUN	ו-ב-סיקרא	sM_1_NOUN	ו-ב-	ו				ב			סיקרא	NOUN					m	sg		abs					
5081	ובקומוס	ref.2.10.2.2.21	heb	קומוס_1	קומוס_1_NOUN	qwmws_1_NOUN	ו-ב-קומוס	sqra_1_NOUN	ו-ב-	ו				ב			קומוס	NOUN					m	sg		abs					
5082	ובקנקנתום	ref.2.10.2.2.22	heb	קלקנתוס_1	קלקנתוס_1_NOUN	qlqntws_1_NOUN	ו-ב-קנקנתום	qwmws_1_NOUN	ו-ב-	ו				ב			קנקנתום	NOUN					m	sg		abs					
5083	על	ref.2.10.2.2.23	heb	על_1	על_1_PREPOSITION	el_1_PREPOSITION	על	qlqntws_1_NOUN									על	PREPOSITION													
5084	הנייר	ref.2.10.2.2.24	heb	נייר_1	נייר_1_NOUN	nyyr_1_NOUN	ה-נייר	el_1_PREPOSITION	ה-							ה	נייר	NOUN					m	sg		abs					
5085	ועל	ref.2.10.2.2.25	heb	על_1	על_1_PREPOSITION	el_1_PREPOSITION	ו-על	nyyr_1_NOUN	ו-	ו							על	PREPOSITION													
5086	הדפתרא	ref.2.10.2.2.26	heb	דפתרא_1	דפתרא_1_NOUN	dptra_1_NOUN	ה-דפתרא	el_1_PREPOSITION	ה-							ה	דפתרא	NOUN					m	sg		abs					
5087	לא	ref.2.10.2.2.27	heb	לא_1	לא_1_NEGATION	la_1_NEGATION	לא	dptra_1_NOUN									לא	NEGATION													
5088	יצא	ref.2.10.2.2.28	heb	יצא_1	יצא_1_VERB	yca_1_VERB	יצא	la_1_NEGATION									יצא	VERB	paal	יצא		3	m	sg	PAST						
5089	עד	ref.2.10.2.2.29	heb	עד_1	עד_1_PREPOSITION	ed_1_PREPOSITION	עד	yca_1_VERB									עד	PREPOSITION													
5090	שתהא	ref.2.10.2.2.30	heb	היה_1	היה_1_VERB	hyh_1_VERB	ש-תהא	ed_1_PREPOSITION	ש-		ש						תהא	VERB	paal	היה		3	f	sg	FUTURE						
5091	כתובה	ref.2.10.2.2.31	heb	כתוב_1	כתוב_1_ADJECTIVE	ktwb_1_ADJECTIVE	כתובה	hyh_1_VERB									כתובה	ADJECTIVE	paal	כתב	passive	ANY	f	sg		abs					
5092	אשורית	ref.2.10.2.2.32	heb	אשורי_1	אשורי_1_ADJECTIVE	aSwry_1_ADJECTIVE	אשורית	ktwb_1_ADJECTIVE									אשורית	ADJECTIVE					f	sg		abs					
5093	על	ref.2.10.2.2.33	heb	על_1	על_1_PREPOSITION	el_1_PREPOSITION	על	aSwry_1_ADJECTIVE									על	PREPOSITION													
5094	הספר	ref.2.10.2.2.34	heb	ספר_1	ספר_1_NOUN	spr_1_NOUN	ה-ספר	el_1_PREPOSITION	ה-							ה	ספר	NOUN					m	sg		abs					
5095	ובדיו	ref.2.10.2.2.35	heb	דיו_1	דיו_1_NOUN	dyw_1_NOUN	ו-ב-דיו	spr_1_NOUN	ו-ב-	ו				ב			דיו	NOUN					f	sg		abs					
5096	בן	ref.2.10.2.3.1	heb	בן_1	בן_1_NOUN	bN_1_NOUN	בן	dyw_1_NOUN									בן	NOUN					m	sg		cstr					
5097	עיר	ref.2.10.2.3.2	heb	עיר_1	עיר_1_NOUN	eyr_1_NOUN	עיר	bN_1_NOUN									עיר	NOUN					f	sg		abs					
5098	שהלך	ref.2.10.2.3.3	heb	הלך_1	הלך_1_VERB	hlK_1_VERB	ש-הלך	eyr_1_NOUN	ש-		ש						הלך	VERB	paal	הלך		3	m	sg	PAST						
5099	לכרך	ref.2.10.2.3.4	heb	כרך_1	כרך_1_NOUN	krK_1_NOUN	ל-ה-כרך	hlK_1_VERB	ל-ה-					ל		ה	כרך	NOUN					m	sg		abs					
5100	ובן	ref.2.10.2.3.5	heb	בן_1	בן_1_NOUN	bN_1_NOUN	ו-בן	krK_1_NOUN	ו-	ו							בן	NOUN					m	sg		cstr					
5101	כרך	ref.2.10.2.3.6	heb	כרך_1	כרך_1_NOUN	krK_1_NOUN	כרך	bN_1_NOUN									כרך	NOUN					m	sg		abs					
5102	שהלך	ref.2.10.2.3.7	heb	הלך_1	הלך_1_VERB	hlK_1_VERB	ש-הלך	krK_1_NOUN	ש-		ש						הלך	VERB	paal	הלך		3	m	sg	PAST						
5103	לעיר	ref.2.10.2.3.8	heb	עיר_1	עיר_1_NOUN	eyr_1_NOUN	ל-ה-עיר	hlK_1_VERB	ל-ה-					ל		ה	עיר	NOUN					f	sg		abs					
5104	אם	ref.2.10.2.3.9	heb	אם_1	אם_1_CONJUNCTION	aM_1_CONJUNCTION	אם	eyr_1_NOUN									אם	CONJUNCTION													
5105	עתיד	ref.2.10.2.3.10	heb	עתיד_1	עתיד_1_MODAL	etyd_1_MODAL	עתיד	aM_1_CONJUNCTION									עתיד	MODAL				ANY	m	sg	PRESENT						
5106	לחזור	ref.2.10.2.3.11	heb	חזר_1	חזר_1_VERB	Hzr_1_VERB	לחזור	etyd_1_MODAL									לחזור	VERB	paal	חזר					TOINF						
5107	למקומו	ref.2.10.2.3.12	heb	מקום_1	מקום_1_NOUN	mqwM_1_NOUN	ל-מקומ+ו	Hzr_1_VERB	ל-					ל			מקומ	NOUN					m	sg		abs	poss	ו	3	m	sg
5108	קורא	ref.2.10.2.3.13	heb	קרא_1	קרא_1_VERB	qra_1_VERB	קורא	mqwM_1_NOUN									קורא	VERB	paal	קרא		ANY	m	sg	PRESENT						
5109	כמקומו	ref.2.10.2.3.14	heb	מקום_1	מקום_1_NOUN	mqwM_1_NOUN	כ-מקומ+ו	qra_1_VERB	כ-					כ			מקומ	NOUN					m	sg		abs	poss	ו	3	m	sg
5110	ואם	ref.2.10.2.3.15	heb	אם_1	אם_1_CONJUNCTION	aM_1_CONJUNCTION	ו-אם	mqwM_1_NOUN	ו-	ו							אם	CONJUNCTION													
5111	לאו	ref.2.10.2.3.16	heb	לאו_1	לאו_1_NEGATION	law_1_NEGATION	לאו	aM_1_CONJUNCTION									לאו	NEGATION													
5112	קורא	ref.2.10.2.3.17	heb	קרא_1	קרא_1_VERB	qra_1_VERB	קורא	law_1_NEGATION									קורא	VERB	paal	קרא		ANY	m	sg	PRESENT						
5113	עמהן	ref.2.10.2.3.18	heb	עם_1	עם_1_PREPOSITION	eM_1_PREPOSITION	עמ+הן	qra_1_VERB									עמ	PREPOSITION									pronomial	הן	3	m	pl
5114	ומהיכן	ref.2.10.2.3.19	heb	היכן_1	היכן_1_INTERROGATIVE	hykN_1_INTERROGATIVE	ו-מהיכן	eM_1_PREPOSITION	ו-					מ			מהיכן	INTERROGATIVE													
5115	קורא	ref.2.10.2.3.20	heb	קרא_1	קרא_1_VERB	qra_1_VERB	קורא	hykN_1_INTERROGATIVE									קורא	VERB	paal	קרא		ANY	m	sg	PRESENT						
5116	אדם	ref.2.10.2.3.21	heb	אדם_1	אדם_1_NOUN	adM_1_NOUN	אדם	qra_1_VERB									אדם	NOUN					m	sg		abs					
5117	את	ref.2.10.2.3.22	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	adM_1_NOUN									את	AT_PREP													
5118	המגילה	ref.2.10.2.3.23	heb	מגילה_1	מגילה_1_NOUN	mgylh_1_NOUN	ה-מגילה	at_1_AT_PREP	ה-							ה	מגילה	NOUN					f	sg		abs					
5119	ויוצא	ref.2.10.2.3.24	heb	יצא_1	יצא_1_VERB	yca_1_VERB	ו-יוצא	mgylh_1_NOUN	ו-	ו							יוצא	VERB	paal	יצא		ANY	m	sg	PRESENT						
5120	בה	ref.2.10.2.3.25	heb	ב_1	ב_1_PREPOSITION	b_1_PREPOSITION	ב+ה	yca_1_VERB									ב	PREPOSITION									pronomial	ה	3	f	sg
5121	ידי	ref.2.10.2.3.26	heb	יד_1	יד_1_NOUN	yd_1_NOUN	ידי	b_1_PREPOSITION									ידי	NOUN					f	d		cstr					
5122	חובתו	ref.2.10.2.3.27	heb	חובה_1	חובה_1_NOUN	Hwbh_1_NOUN	חובת+ו	yd_1_NOUN									חובת	NOUN					f	sg		abs	poss	ו	3	m	sg
5123	רבי	ref.2.10.2.3.28	heb	רבי_1	רבי_1_TITULAR	rby_1_TITULAR	רבי	Hwbh_1_NOUN									רבי	TITULAR					m	sg							
5124	מאיר	ref.2.10.2.3.29	heb	מאיר_1	מאיר_1_PROPERNAME	mayr_1_PROPERNAME	מאיר	rby_1_TITULAR									מאיר	PROPERNAME					m	sg							
5125	אומר	ref.2.10.2.3.30	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	mayr_1_PROPERNAME									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
5126	כולה	ref.2.10.2.3.31	heb	כול_1	כול_1_PRONOUN	kwl_1_PRONOUN	כול+ה	amr_1_VERB									כול	PRONOUN								abs	pronomial	ה	3	m	sg
5127	רבי	ref.2.10.2.3.32	heb	רבי_1	רבי_1_TITULAR	rby_1_TITULAR	רבי	kwl_1_PRONOUN									רבי	TITULAR					m	sg							
5128	יהודה	ref.2.10.2.3.33	heb	יהודה_1	יהודה_1_PROPERNAME	yhwdh_1_PROPERNAME	יהודה	rby_1_TITULAR									יהודה	PROPERNAME					m	sg							
5129	אומר	ref.2.10.2.3.34	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	yhwdh_1_PROPERNAME									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
5130	מאיש	ref.2.10.2.3.35	heb	איש_1	איש_1_NOUN	ayS_1_NOUN	מ-איש	amr_1_VERB	מ-					מ			איש	NOUN					m	sg		abs					
5131	יהודי	ref.2.10.2.3.36	heb	יהודי_1	יהודי_1_ADJECTIVE	yhwdy_1_ADJECTIVE	יהודי	ayS_1_NOUN									יהודי	ADJECTIVE					m	sg		abs					
5132	רבי	ref.2.10.2.3.37	heb	רבי_1	רבי_1_TITULAR	rby_1_TITULAR	רבי	yhwdy_1_ADJECTIVE									רבי	TITULAR					m	sg							
5133	יוסי	ref.2.10.2.3.38	heb	יוסי_1	יוסי_1_PROPERNAME	ywsy_1_PROPERNAME	יוסי	rby_1_TITULAR									יוסי	PROPERNAME					m	sg							
5134	אומר	ref.2.10.2.3.39	heb	אמר_1	אמר_1_VERB	amr_1_VERB	אומר	ywsy_1_PROPERNAME									אומר	VERB	paal	אמר		ANY	m	sg	PRESENT						
5135	מאחר	ref.2.10.2.3.40	heb	אחר_1	אחר_1_PREPOSITION	aHr_1_PREPOSITION	מ־אחר	amr_1_VERB						מ			מ־אחר	PREPOSITION													
5136	הדברים	ref.2.10.2.3.41	heb	דבר_1	דבר_1_NOUN	dbr_1_NOUN	ה-דברים	aHr_1_PREPOSITION	ה-							ה	דברים	NOUN					m	pl		abs					
5137	האלה	ref.2.10.2.3.42	heb	אלה_1	אלה_1_PRONOUN	alh_1_PRONOUN	ה-אלה	dbr_1_NOUN	ה-							ה	אלה	PRONOUN				3	mf	pl							
5138	הכל	ref.2.10.2.4.1	heb	כול_1	כול_1_PRONOUN	kwl_1_PRONOUN	ה-כל	alh_1_PRONOUN	ה-							ה	כל	PRONOUN								abs					
5139	כשרין	ref.2.10.2.4.2	heb	כשר_1	כשר_1_ADJECTIVE	kSr_1_ADJECTIVE	כשרין	kwl_1_PRONOUN									כשרין	ADJECTIVE	paal	כשר	stative		m	pl		abs					
5140	לקרות	ref.2.10.2.4.3	heb	קרא_1	קרא_1_VERB	qra_1_VERB	לקרות	kSr_1_ADJECTIVE									לקרות	VERB	paal	קרא					TOINF						
5141	את	ref.2.10.2.4.4	heb	את_1	את_1_AT_PREP	at_1_AT_PREP	את	qra_1_VERB									את	AT_PREP													
5142	המגילה	ref.2.10.2.4.5	heb	מגילה_1	מגילה_1_NOUN	mgylh_1_NOUN	ה-מגילה	at_1_AT_PREP	ה-							ה	מגילה	NOUN					f	sg		abs					
5143	חוץ	ref.2.10.2.4.6	heb	חוץ_1	חוץ_1_PREPOSITION	HwC_1_PREPOSITION	חוץ	mgylh_1_NOUN									חוץ	PREPOSITION													
5144	מחרש	ref.2.10.2.4.7	heb	חרש_1	חרש_1_NOUN	HrS_1_NOUN	מ-חרש	HwC_1_PREPOSITION	מ-					מ			חרש	NOUN					m	sg		abs					
5145	שוטה	ref.2.10.2.4.8	heb	שוטה_1	שוטה_1_ADJECTIVE	SwTh_1_ADJECTIVE	שוטה	HrS_1_NOUN									שוטה	ADJECTIVE					m	sg		abs					
